name,street_address,google_map,review_count,phone,restaurant_type,price_range,restaurant_main_type,latitude,longitude,review_type,review_score
Socarrat Paella Bar - Chelsea,"259 W 19th St. New York, NY  10011",//www.google.com/maps/search/?api=1&query=40.7427570%2C-73.999476,1151,(212) 462-1000,Spanish,$31 to $50,Spanish,40.7427139,-73.999508,ambience_review,4.3
Socarrat Paella Bar - Chelsea,"259 W 19th St. New York, NY  10011",//www.google.com/maps/search/?api=1&query=40.7427570%2C-73.999476,1151,(212) 462-1000,Spanish,$31 to $50,Spanish,40.7427139,-73.999508,value_review,4.1
Bann Restaurant,"350 West 50th Street New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7629670%2C-73.987845,1249,(212) 582-4446,Korean,$31 to $50,Japanese & Koren,40.7629136,-73.9881449,average_review,4.61249
Bann Restaurant,"350 West 50th Street New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7629670%2C-73.987845,1249,(212) 582-4446,Korean,$31 to $50,Japanese & Koren,40.7629136,-73.9881449,food_review,4.5
Bann Restaurant,"350 West 50th Street New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7629670%2C-73.987845,1249,(212) 582-4446,Korean,$31 to $50,Japanese & Koren,40.7629136,-73.9881449,service_review,4.5
Bann Restaurant,"350 West 50th Street New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7629670%2C-73.987845,1249,(212) 582-4446,Korean,$31 to $50,Japanese & Koren,40.7629136,-73.9881449,ambience_review,4.3
Bann Restaurant,"350 West 50th Street New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7629670%2C-73.987845,1249,(212) 582-4446,Korean,$31 to $50,Japanese & Koren,40.7629136,-73.9881449,value_review,4.3
Socarrat Paella Bar - Midtown East,"953 Second Avenue New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7552520%2C-73.968451,572,(212) 759-0101,Spanish,$31 to $50,Spanish,40.7553091,-73.9685283,average_review,4.5572
Socarrat Paella Bar - Midtown East,"953 Second Avenue New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7552520%2C-73.968451,572,(212) 759-0101,Spanish,$31 to $50,Spanish,40.7553091,-73.9685283,food_review,4.4
Socarrat Paella Bar - Midtown East,"953 Second Avenue New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7552520%2C-73.968451,572,(212) 759-0101,Spanish,$31 to $50,Spanish,40.7553091,-73.9685283,service_review,4.4
Socarrat Paella Bar - Midtown East,"953 Second Avenue New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7552520%2C-73.968451,572,(212) 759-0101,Spanish,$31 to $50,Spanish,40.7553091,-73.9685283,ambience_review,4.3
Socarrat Paella Bar - Midtown East,"953 Second Avenue New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7552520%2C-73.968451,572,(212) 759-0101,Spanish,$31 to $50,Spanish,40.7553091,-73.9685283,value_review,4.1
High Street on Hudson,"637 hudson st New York, NY  10014",//www.google.com/maps/search/?api=1&query=40.7388420%2C-74.005791,368,(917) 388-3944,Contemporary American,$31 to $50,Contemporary American,40.7388972,-74.0057401,average_review,4.5368
High Street on Hudson,"637 hudson st New York, NY  10014",//www.google.com/maps/search/?api=1&query=40.7388420%2C-74.005791,368,(917) 388-3944,Contemporary American,$31 to $50,Contemporary American,40.7388972,-74.0057401,food_review,4.3
High Street on Hudson,"637 hudson st New York, NY  10014",//www.google.com/maps/search/?api=1&query=40.7388420%2C-74.005791,368,(917) 388-3944,Contemporary American,$31 to $50,Contemporary American,40.7388972,-74.0057401,service_review,4.2
High Street on Hudson,"637 hudson st New York, NY  10014",//www.google.com/maps/search/?api=1&query=40.7388420%2C-74.005791,368,(917) 388-3944,Contemporary American,$31 to $50,Contemporary American,40.7388972,-74.0057401,ambience_review,4.3
High Street on Hudson,"637 hudson st New York, NY  10014",//www.google.com/maps/search/?api=1&query=40.7388420%2C-74.005791,368,(917) 388-3944,Contemporary American,$31 to $50,Contemporary American,40.7388972,-74.0057401,value_review,3.9
Hanjan,"36 West 26th Street New York, NY  10010",//www.google.com/maps/search/?api=1&query=40.7441790%2C-73.990668,259,(212) 206-7226,Korean,$31 to $50,Japanese & Koren,40.7442413,-73.9906129,average_review,4.6259
Hanjan,"36 West 26th Street New York, NY  10010",//www.google.com/maps/search/?api=1&query=40.7441790%2C-73.990668,259,(212) 206-7226,Korean,$31 to $50,Japanese & Koren,40.7442413,-73.9906129,food_review,4.5
Hanjan,"36 West 26th Street New York, NY  10010",//www.google.com/maps/search/?api=1&query=40.7441790%2C-73.990668,259,(212) 206-7226,Korean,$31 to $50,Japanese & Koren,40.7442413,-73.9906129,service_review,4.3
Hanjan,"36 West 26th Street New York, NY  10010",//www.google.com/maps/search/?api=1&query=40.7441790%2C-73.990668,259,(212) 206-7226,Korean,$31 to $50,Japanese & Koren,40.7442413,-73.9906129,ambience_review,4.3
Hanjan,"36 West 26th Street New York, NY  10010",//www.google.com/maps/search/?api=1&query=40.7441790%2C-73.990668,259,(212) 206-7226,Korean,$31 to $50,Japanese & Koren,40.7442413,-73.9906129,value_review,3.9
Le Colonial NYC,"149 E. 57th St New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7610000%2C-73.969,1860,(212) 752-0808,Vietnamese,$31 to $50,Southeast Asian,40.7608569,-73.9683494,average_review,4.4186
Le Colonial NYC,"149 E. 57th St New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7610000%2C-73.969,1860,(212) 752-0808,Vietnamese,$31 to $50,Southeast Asian,40.7608569,-73.9683494,food_review,4.2
Le Colonial NYC,"149 E. 57th St New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7610000%2C-73.969,1860,(212) 752-0808,Vietnamese,$31 to $50,Southeast Asian,40.7608569,-73.9683494,service_review,4.3
Le Colonial NYC,"149 E. 57th St New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7610000%2C-73.969,1860,(212) 752-0808,Vietnamese,$31 to $50,Southeast Asian,40.7608569,-73.9683494,ambience_review,4.3
Le Colonial NYC,"149 E. 57th St New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7610000%2C-73.969,1860,(212) 752-0808,Vietnamese,$31 to $50,Southeast Asian,40.7608569,-73.9683494,value_review,3.8
Delmonico's Kitchen,"207 West 36th Street New York, NY  10018",//www.google.com/maps/search/?api=1&query=40.7524190%2C-73.989978,1203,(212) 695-5220,American,$31 to $50,American,40.7526176,-73.9901605,average_review,4.41203
Delmonico's Kitchen,"207 West 36th Street New York, NY  10018",//www.google.com/maps/search/?api=1&query=40.7524190%2C-73.989978,1203,(212) 695-5220,American,$31 to $50,American,40.7526176,-73.9901605,food_review,4.3
Delmonico's Kitchen,"207 West 36th Street New York, NY  10018",//www.google.com/maps/search/?api=1&query=40.7524190%2C-73.989978,1203,(212) 695-5220,American,$31 to $50,American,40.7526176,-73.9901605,service_review,4.3
Delmonico's Kitchen,"207 West 36th Street New York, NY  10018",//www.google.com/maps/search/?api=1&query=40.7524190%2C-73.989978,1203,(212) 695-5220,American,$31 to $50,American,40.7526176,-73.9901605,ambience_review,4.1
Delmonico's Kitchen,"207 West 36th Street New York, NY  10018",//www.google.com/maps/search/?api=1&query=40.7524190%2C-73.989978,1203,(212) 695-5220,American,$31 to $50,American,40.7526176,-73.9901605,value_review,3.8
Morton's The Steakhouse - Midtown Manhattan,"551 5th Ave (entrance on 45th St.) New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7555820%2C-73.979297,3031,(212) 972-3315,Steakhouse,$50 and over,Steakhouse,40.7553825,-73.9788937,average_review,4.63031
Morton's The Steakhouse - Midtown Manhattan,"551 5th Ave (entrance on 45th St.) New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7555820%2C-73.979297,3031,(212) 972-3315,Steakhouse,$50 and over,Steakhouse,40.7553825,-73.9788937,food_review,4.7
Morton's The Steakhouse - Midtown Manhattan,"551 5th Ave (entrance on 45th St.) New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7555820%2C-73.979297,3031,(212) 972-3315,Steakhouse,$50 and over,Steakhouse,40.7553825,-73.9788937,service_review,4.6
Morton's The Steakhouse - Midtown Manhattan,"551 5th Ave (entrance on 45th St.) New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7555820%2C-73.979297,3031,(212) 972-3315,Steakhouse,$50 and over,Steakhouse,40.7553825,-73.9788937,ambience_review,4.5
Morton's The Steakhouse - Midtown Manhattan,"551 5th Ave (entrance on 45th St.) New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7555820%2C-73.979297,3031,(212) 972-3315,Steakhouse,$50 and over,Steakhouse,40.7553825,-73.9788937,value_review,4.2
Ted's Montana Grill - NYC,"110 West 51st Street Time Life Bldg. New York, NY  10020",//www.google.com/maps/search/?api=1&query=40.7611920%2C-73.981581,938,(212) 245-5220,American,$31 to $50,American,40.7606647,-73.9814419,average_review,4.3938
Ted's Montana Grill - NYC,"110 West 51st Street Time Life Bldg. New York, NY  10020",//www.google.com/maps/search/?api=1&query=40.7611920%2C-73.981581,938,(212) 245-5220,American,$31 to $50,American,40.7606647,-73.9814419,food_review,4.2
Ted's Montana Grill - NYC,"110 West 51st Street Time Life Bldg. New York, NY  10020",//www.google.com/maps/search/?api=1&query=40.7611920%2C-73.981581,938,(212) 245-5220,American,$31 to $50,American,40.7606647,-73.9814419,service_review,4.2
Ted's Montana Grill - NYC,"110 West 51st Street Time Life Bldg. New York, NY  10020",//www.google.com/maps/search/?api=1&query=40.7611920%2C-73.981581,938,(212) 245-5220,American,$31 to $50,American,40.7606647,-73.9814419,ambience_review,4.1
Ted's Montana Grill - NYC,"110 West 51st Street Time Life Bldg. New York, NY  10020",//www.google.com/maps/search/?api=1&query=40.7611920%2C-73.981581,938,(212) 245-5220,American,$31 to $50,American,40.7606647,-73.9814419,value_review,4
Trattoria Italienne,"19 West 24th Street New York, NY  10010",//www.google.com/maps/search/?api=1&query=40.7436870%2C-73.99224,96,(212) 600-5139,Italian,$30 and under,Italian,40.7430619,-73.9903948,average_review,4.796
Trattoria Italienne,"19 West 24th Street New York, NY  10010",//www.google.com/maps/search/?api=1&query=40.7436870%2C-73.99224,96,(212) 600-5139,Italian,$30 and under,Italian,40.7430619,-73.9903948,food_review,4.7
Trattoria Italienne,"19 West 24th Street New York, NY  10010",//www.google.com/maps/search/?api=1&query=40.7436870%2C-73.99224,96,(212) 600-5139,Italian,$30 and under,Italian,40.7430619,-73.9903948,service_review,4.7
Trattoria Italienne,"19 West 24th Street New York, NY  10010",//www.google.com/maps/search/?api=1&query=40.7436870%2C-73.99224,96,(212) 600-5139,Italian,$30 and under,Italian,40.7430619,-73.9903948,ambience_review,4.7
Trattoria Italienne,"19 West 24th Street New York, NY  10010",//www.google.com/maps/search/?api=1&query=40.7436870%2C-73.99224,96,(212) 600-5139,Italian,$30 and under,Italian,40.7430619,-73.9903948,value_review,4.4
Felice 64 Wine Bar,"1166 1st avenue New York, NY  10065",//www.google.com/maps/search/?api=1&query=40.7625140%2C-73.959484,114,(212) 593-2223,Italian,$31 to $50,Italian,40.7625672,-73.9595639,average_review,4.7114
Felice 64 Wine Bar,"1166 1st avenue New York, NY  10065",//www.google.com/maps/search/?api=1&query=40.7625140%2C-73.959484,114,(212) 593-2223,Italian,$31 to $50,Italian,40.7625672,-73.9595639,food_review,4.6
Felice 64 Wine Bar,"1166 1st avenue New York, NY  10065",//www.google.com/maps/search/?api=1&query=40.7625140%2C-73.959484,114,(212) 593-2223,Italian,$31 to $50,Italian,40.7625672,-73.9595639,service_review,4.6
Felice 64 Wine Bar,"1166 1st avenue New York, NY  10065",//www.google.com/maps/search/?api=1&query=40.7625140%2C-73.959484,114,(212) 593-2223,Italian,$31 to $50,Italian,40.7625672,-73.9595639,ambience_review,4.6
Felice 64 Wine Bar,"1166 1st avenue New York, NY  10065",//www.google.com/maps/search/?api=1&query=40.7625140%2C-73.959484,114,(212) 593-2223,Italian,$31 to $50,Italian,40.7625672,-73.9595639,value_review,4.4
Shun Lee Palace,"155 East 55th Street New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7594570%2C-73.969509,1308,(212) 371-8844,Chinese,$31 to $50,Chinese,40.759428,-73.9690678,average_review,4.31308
Shun Lee Palace,"155 East 55th Street New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7594570%2C-73.969509,1308,(212) 371-8844,Chinese,$31 to $50,Chinese,40.759428,-73.9690678,food_review,4.2
Shun Lee Palace,"155 East 55th Street New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7594570%2C-73.969509,1308,(212) 371-8844,Chinese,$31 to $50,Chinese,40.759428,-73.9690678,service_review,4.2
Shun Lee Palace,"155 East 55th Street New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7594570%2C-73.969509,1308,(212) 371-8844,Chinese,$31 to $50,Chinese,40.759428,-73.9690678,ambience_review,4
Shun Lee Palace,"155 East 55th Street New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7594570%2C-73.969509,1308,(212) 371-8844,Chinese,$31 to $50,Chinese,40.759428,-73.9690678,value_review,3.7
Aretsky's Patroon,"160 East 46th Street New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7536220%2C-73.973695,908,(212) 883-7373,American,$31 to $50,American,40.7533599,-73.9732416,average_review,4.7908
Aretsky's Patroon,"160 East 46th Street New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7536220%2C-73.973695,908,(212) 883-7373,American,$31 to $50,American,40.7533599,-73.9732416,food_review,4.7
Aretsky's Patroon,"160 East 46th Street New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7536220%2C-73.973695,908,(212) 883-7373,American,$31 to $50,American,40.7533599,-73.9732416,service_review,4.7
Aretsky's Patroon,"160 East 46th Street New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7536220%2C-73.973695,908,(212) 883-7373,American,$31 to $50,American,40.7533599,-73.9732416,ambience_review,4.6
Aretsky's Patroon,"160 East 46th Street New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7536220%2C-73.973695,908,(212) 883-7373,American,$31 to $50,American,40.7533599,-73.9732416,value_review,4.2
Frankie and Johnnie's Steakhouse - 46th Street,"320 West 46th New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7599750%2C-73.988913,550,(212) 997-9494,Steakhouse,$31 to $50,Steakhouse,40.7599678,-73.9889027,average_review,4.355
Frankie and Johnnie's Steakhouse - 46th Street,"320 West 46th New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7599750%2C-73.988913,550,(212) 997-9494,Steakhouse,$31 to $50,Steakhouse,40.7599678,-73.9889027,food_review,4.3
Frankie and Johnnie's Steakhouse - 46th Street,"320 West 46th New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7599750%2C-73.988913,550,(212) 997-9494,Steakhouse,$31 to $50,Steakhouse,40.7599678,-73.9889027,service_review,4.4
Frankie and Johnnie's Steakhouse - 46th Street,"320 West 46th New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7599750%2C-73.988913,550,(212) 997-9494,Steakhouse,$31 to $50,Steakhouse,40.7599678,-73.9889027,ambience_review,4.2
Frankie and Johnnie's Steakhouse - 46th Street,"320 West 46th New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7599750%2C-73.988913,550,(212) 997-9494,Steakhouse,$31 to $50,Steakhouse,40.7599678,-73.9889027,value_review,3.9
Davio's Northern Italian Steakhouse - Manhattan,"447 Lexington Ave. New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7529770%2C-73.974498,736,(212) 661-4810,Steakhouse,$31 to $50,Steakhouse,40.7530076,-73.9746387,average_review,4.6736
Davio's Northern Italian Steakhouse - Manhattan,"447 Lexington Ave. New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7529770%2C-73.974498,736,(212) 661-4810,Steakhouse,$31 to $50,Steakhouse,40.7530076,-73.9746387,food_review,4.5
Davio's Northern Italian Steakhouse - Manhattan,"447 Lexington Ave. New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7529770%2C-73.974498,736,(212) 661-4810,Steakhouse,$31 to $50,Steakhouse,40.7530076,-73.9746387,service_review,4.5
Davio's Northern Italian Steakhouse - Manhattan,"447 Lexington Ave. New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7529770%2C-73.974498,736,(212) 661-4810,Steakhouse,$31 to $50,Steakhouse,40.7530076,-73.9746387,ambience_review,4.4
Davio's Northern Italian Steakhouse - Manhattan,"447 Lexington Ave. New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7529770%2C-73.974498,736,(212) 661-4810,Steakhouse,$31 to $50,Steakhouse,40.7530076,-73.9746387,value_review,4.1
Massoni,"11 E 31st St New York, NY  10016",//www.google.com/maps/search/?api=1&query=40.7463600%2C-73.984946,191,(212) 951-1141,Italian,$31 to $50,Italian,40.7463171,-73.9849083,average_review,4.4191
Massoni,"11 E 31st St New York, NY  10016",//www.google.com/maps/search/?api=1&query=40.7463600%2C-73.984946,191,(212) 951-1141,Italian,$31 to $50,Italian,40.7463171,-73.9849083,food_review,4.3
Massoni,"11 E 31st St New York, NY  10016",//www.google.com/maps/search/?api=1&query=40.7463600%2C-73.984946,191,(212) 951-1141,Italian,$31 to $50,Italian,40.7463171,-73.9849083,service_review,4
Massoni,"11 E 31st St New York, NY  10016",//www.google.com/maps/search/?api=1&query=40.7463600%2C-73.984946,191,(212) 951-1141,Italian,$31 to $50,Italian,40.7463171,-73.9849083,ambience_review,4.3
Massoni,"11 E 31st St New York, NY  10016",//www.google.com/maps/search/?api=1&query=40.7463600%2C-73.984946,191,(212) 951-1141,Italian,$31 to $50,Italian,40.7463171,-73.9849083,value_review,4.1
.Tarallucci e Vino Upper West Side,"475 Columbus Ave New York, NY  10024",//www.google.com/maps/search/?api=1&query=40.7842980%2C-73.973346,50,(212) 362-5454,Italian,$31 to $50,Italian,40.7843419,-73.9734658,average_review,4.55
.Tarallucci e Vino Upper West Side,"475 Columbus Ave New York, NY  10024",//www.google.com/maps/search/?api=1&query=40.7842980%2C-73.973346,50,(212) 362-5454,Italian,$31 to $50,Italian,40.7843419,-73.9734658,food_review,4.3
.Tarallucci e Vino Upper West Side,"475 Columbus Ave New York, NY  10024",//www.google.com/maps/search/?api=1&query=40.7842980%2C-73.973346,50,(212) 362-5454,Italian,$31 to $50,Italian,40.7843419,-73.9734658,service_review,4.4
.Tarallucci e Vino Upper West Side,"475 Columbus Ave New York, NY  10024",//www.google.com/maps/search/?api=1&query=40.7842980%2C-73.973346,50,(212) 362-5454,Italian,$31 to $50,Italian,40.7843419,-73.9734658,ambience_review,4.3
.Tarallucci e Vino Upper West Side,"475 Columbus Ave New York, NY  10024",//www.google.com/maps/search/?api=1&query=40.7842980%2C-73.973346,50,(212) 362-5454,Italian,$31 to $50,Italian,40.7843419,-73.9734658,value_review,4
Clement,"700 Fifth Avenue New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7618300%2C-73.975402,506,(212) 903-3918,American,$31 to $50,American,40.7617014,-73.9754271,average_review,4.7506
Clement,"700 Fifth Avenue New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7618300%2C-73.975402,506,(212) 903-3918,American,$31 to $50,American,40.7617014,-73.9754271,food_review,4.6
Clement,"700 Fifth Avenue New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7618300%2C-73.975402,506,(212) 903-3918,American,$31 to $50,American,40.7617014,-73.9754271,service_review,4.7
Clement,"700 Fifth Avenue New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7618300%2C-73.975402,506,(212) 903-3918,American,$31 to $50,American,40.7617014,-73.9754271,ambience_review,4.7
Clement,"700 Fifth Avenue New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7618300%2C-73.975402,506,(212) 903-3918,American,$31 to $50,American,40.7617014,-73.9754271,value_review,4.1
MIFUNE New York,":​ 245 E, 44th Street New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7516370%2C-73.97176,55,(212) 986-2800,Japanese,$31 to $50,Japanese & Koren,40.7516375,-73.9717605,average_review,4.455
MIFUNE New York,":​ 245 E, 44th Street New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7516370%2C-73.97176,55,(212) 986-2800,Japanese,$31 to $50,Japanese & Koren,40.7516375,-73.9717605,food_review,4.5
MIFUNE New York,":​ 245 E, 44th Street New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7516370%2C-73.97176,55,(212) 986-2800,Japanese,$31 to $50,Japanese & Koren,40.7516375,-73.9717605,service_review,4.4
MIFUNE New York,":​ 245 E, 44th Street New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7516370%2C-73.97176,55,(212) 986-2800,Japanese,$31 to $50,Japanese & Koren,40.7516375,-73.9717605,ambience_review,4.4
MIFUNE New York,":​ 245 E, 44th Street New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7516370%2C-73.97176,55,(212) 986-2800,Japanese,$31 to $50,Japanese & Koren,40.7516375,-73.9717605,value_review,4.1
Sutton Inn,"347 East 54th Street New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7568060%2C-73.96475,685,(646) 370-3045,American,$30 and under,American,40.756816,-73.9647401,average_review,4.6685
Sutton Inn,"347 East 54th Street New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7568060%2C-73.96475,685,(646) 370-3045,American,$30 and under,American,40.756816,-73.9647401,food_review,4.7
Sutton Inn,"347 East 54th Street New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7568060%2C-73.96475,685,(646) 370-3045,American,$30 and under,American,40.756816,-73.9647401,service_review,4.6
Sutton Inn,"347 East 54th Street New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7568060%2C-73.96475,685,(646) 370-3045,American,$30 and under,American,40.756816,-73.9647401,ambience_review,4.4
Sutton Inn,"347 East 54th Street New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7568060%2C-73.96475,685,(646) 370-3045,American,$30 and under,American,40.756816,-73.9647401,value_review,4.4
The House in Gramercy Park,"121 East 17th St New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7361320%2C-73.987743,1193,(212) 353-2121,American,$31 to $50,American,40.7361326,-73.9877434,average_review,4.51193
The House in Gramercy Park,"121 East 17th St New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7361320%2C-73.987743,1193,(212) 353-2121,American,$31 to $50,American,40.7361326,-73.9877434,food_review,4.4
The House in Gramercy Park,"121 East 17th St New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7361320%2C-73.987743,1193,(212) 353-2121,American,$31 to $50,American,40.7361326,-73.9877434,service_review,4.5
The House in Gramercy Park,"121 East 17th St New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7361320%2C-73.987743,1193,(212) 353-2121,American,$31 to $50,American,40.7361326,-73.9877434,ambience_review,4.5
The House in Gramercy Park,"121 East 17th St New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7361320%2C-73.987743,1193,(212) 353-2121,American,$31 to $50,American,40.7361326,-73.9877434,value_review,4
Cleo At MONDRIAN PARK AVENUE,"444​ ​Park​ ​Avenue​ ​South New York, NY  10016",//www.google.com/maps/search/?api=1&query=40.7450670%2C-73.983364,68,(646) 948-2370,Mediterranean,$31 to $50,Mediterranean,40.7448378,-73.9833243,average_review,4.568
Cleo At MONDRIAN PARK AVENUE,"444​ ​Park​ ​Avenue​ ​South New York, NY  10016",//www.google.com/maps/search/?api=1&query=40.7450670%2C-73.983364,68,(646) 948-2370,Mediterranean,$31 to $50,Mediterranean,40.7448378,-73.9833243,food_review,4.6
Cleo At MONDRIAN PARK AVENUE,"444​ ​Park​ ​Avenue​ ​South New York, NY  10016",//www.google.com/maps/search/?api=1&query=40.7450670%2C-73.983364,68,(646) 948-2370,Mediterranean,$31 to $50,Mediterranean,40.7448378,-73.9833243,service_review,4.2
Cleo At MONDRIAN PARK AVENUE,"444​ ​Park​ ​Avenue​ ​South New York, NY  10016",//www.google.com/maps/search/?api=1&query=40.7450670%2C-73.983364,68,(646) 948-2370,Mediterranean,$31 to $50,Mediterranean,40.7448378,-73.9833243,ambience_review,4.4
Cleo At MONDRIAN PARK AVENUE,"444​ ​Park​ ​Avenue​ ​South New York, NY  10016",//www.google.com/maps/search/?api=1&query=40.7450670%2C-73.983364,68,(646) 948-2370,Mediterranean,$31 to $50,Mediterranean,40.7448378,-73.9833243,value_review,4.1
Naoki Takahashi,"311 W 17th Street New York, NY  10011",//www.google.com/maps/search/?api=1&query=40.7420080%2C-74.001558,92,(646) 861-0086,Japanese,$31 to $50,Japanese & Koren,40.7420112,-74.0015624,average_review,4.692
Naoki Takahashi,"311 W 17th Street New York, NY  10011",//www.google.com/maps/search/?api=1&query=40.7420080%2C-74.001558,92,(646) 861-0086,Japanese,$31 to $50,Japanese & Koren,40.7420112,-74.0015624,food_review,4.6
Naoki Takahashi,"311 W 17th Street New York, NY  10011",//www.google.com/maps/search/?api=1&query=40.7420080%2C-74.001558,92,(646) 861-0086,Japanese,$31 to $50,Japanese & Koren,40.7420112,-74.0015624,service_review,4.6
Naoki Takahashi,"311 W 17th Street New York, NY  10011",//www.google.com/maps/search/?api=1&query=40.7420080%2C-74.001558,92,(646) 861-0086,Japanese,$31 to $50,Japanese & Koren,40.7420112,-74.0015624,ambience_review,4.7
Naoki Takahashi,"311 W 17th Street New York, NY  10011",//www.google.com/maps/search/?api=1&query=40.7420080%2C-74.001558,92,(646) 861-0086,Japanese,$31 to $50,Japanese & Koren,40.7420112,-74.0015624,value_review,4.3
Junoon Main Dining Room,"27 West 24th St. New York, NY  10010",//www.google.com/maps/search/?api=1&query=40.7431930%2C-73.990838,2027,(212) 490-2100,Indian,$50 and over,Indian,40.7431592,-73.990808,average_review,4.52027
Junoon Main Dining Room,"27 West 24th St. New York, NY  10010",//www.google.com/maps/search/?api=1&query=40.7431930%2C-73.990838,2027,(212) 490-2100,Indian,$50 and over,Indian,40.7431592,-73.990808,food_review,4.5
Junoon Main Dining Room,"27 West 24th St. New York, NY  10010",//www.google.com/maps/search/?api=1&query=40.7431930%2C-73.990838,2027,(212) 490-2100,Indian,$50 and over,Indian,40.7431592,-73.990808,service_review,4.4
Junoon Main Dining Room,"27 West 24th St. New York, NY  10010",//www.google.com/maps/search/?api=1&query=40.7431930%2C-73.990838,2027,(212) 490-2100,Indian,$50 and over,Indian,40.7431592,-73.990808,ambience_review,4.5
Junoon Main Dining Room,"27 West 24th St. New York, NY  10010",//www.google.com/maps/search/?api=1&query=40.7431930%2C-73.990838,2027,(212) 490-2100,Indian,$50 and over,Indian,40.7431592,-73.990808,value_review,3.8
Brasserie Cognac,"1740 Broadway New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7650990%2C-73.982064,1476,(212) 757-3600,French,$31 to $50,French,40.7651088,-73.9814878,average_review,4.11476
Brasserie Cognac,"1740 Broadway New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7650990%2C-73.982064,1476,(212) 757-3600,French,$31 to $50,French,40.7651088,-73.9814878,food_review,4.1
Brasserie Cognac,"1740 Broadway New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7650990%2C-73.982064,1476,(212) 757-3600,French,$31 to $50,French,40.7651088,-73.9814878,service_review,3.9
Brasserie Cognac,"1740 Broadway New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7650990%2C-73.982064,1476,(212) 757-3600,French,$31 to $50,French,40.7651088,-73.9814878,ambience_review,4
Brasserie Cognac,"1740 Broadway New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7650990%2C-73.982064,1476,(212) 757-3600,French,$31 to $50,French,40.7651088,-73.9814878,value_review,3.8
