name,street_address,google_map,review_count,phone,website,restaurant_type,average_review,food_review,service_review,ambience_review,value_review,price_range,star_1,star_2,star_3,star_4,star_5,description,restaurant_main_type,latitude,longitude,postal_code
Natsumi Restaurant,"226 West 50th Street New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7618480%2C-73.985039,1620,(212) 258-2988,http://www.natsuminyc.com/,Japanese,4.5162,4.5,4.3,4.1,4.1,$31 to $50,0,1,9,32,58,"Natsumi Breaks New Ground with Innovative Modern Japanese Cuisine. Barbara Matsumura founder of Haru Restaurants, has teamed up again with Chef Haru Konagaya to create this strikingly original destination.  Two separate experiences in two adjacent sites,",Japanese & Koren,40.7617073,-73.9852527,10019
Armani Ristorante 5th Avenue,"717 5th Avenue New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7621420%2C-73.974562,1087,(212) 207-1902,http://armanirestaurants.com/newyork-armani-ristorante/,Italian,4.71087,4.6,4.6,4.6,4.2,$31 to $50,0,2,5,18,75,"From July 23rd to August 17th, we will participate to the Restaurant week program only for these shifts:Monday to Friday: Only Dinner, Menu and A la Carte available.Sunday: Brunch, only Menu. A la Carte dishes not available.Thank you for your understandi",Italian,40.7617242,-73.9739578,10022
Brasserie Ruhlmann,"45 Rockefeller Plaza New York, NY  10011",//www.google.com/maps/search/?api=1&query=40.7590000%2C-73.978,1360,(212) 974-2020,http://www.brasserieruhlmann.com/,French American,4.5136,4.4,4.2,4.4,3.8,$31 to $50,1,1,8,26,64,"Trip Advisor's 2013, 2015, 2016 Certificate of Excellence. Voted Best Outdoor Dining by CityGuide. Enjoy the casual elegance of this French brasserie, centrally located in New York’s Rockefeller Center. It’s a prime location for business lunches, rel",French,40.7591829,-73.9778279,10011
Docks Oyster Bar and Seafood Grill,"633 Third Avenue New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7497930%2C-73.974831,2045,(212) 986-8080,http://www.docksoysterbar.com/,Seafood,4.42045,4.3,4.2,4.3,3.9,$31 to $50,1,5,8,26,60,"Welcome to DOCKS. Established in 1986, we specialize in bringing the freshest seafood to the island of Manhattan. Rated by Zagat as one of the 50 most popular restaurants, we are a seafood lovers dream with our always fresh raw bar and daily specials. ",Seafood,40.7497356,-73.9747149,10017
Chez Josephine,"414 West 42nd Street New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7584870%2C-73.993562,4702,(212) 594-1925,http://chezjosephine.com/,French,4.44702,4.3,4.3,4.6,4.1,$31 to $50,1,4,8,27,60,"The last of its kind near 42nd Street, Chez Josephine is a neighborhood gem founded in 1986 by Jean-Claude Baker as a tribute to legendary Josephine Baker. This Parisian bistro offers live piano music and a tantalizing menu in an intimate setting of red ",French,40.7584711,-73.9935856,10036
Brasserie 8 1/2,"9 West 57th St. New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7632810%2C-73.974308,3619,(212) 829-0812,http://www.brasserie812.com/,French,4.53619,4.4,4.5,4.5,4.3,$31 to $50,1,2,7,29,61,"Brasserie 8 1/2 is an elegant French restaurant, bar and lounge in Midtown NYC serving lunch, dinner and Sunday brunch buffet. Private dining & catering available.",French,40.763765,-73.9750139,10019
Churrascaria Plataforma Brazilian Steakhouse,"316 West 49th Street New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7618550%2C-73.987024,1918,(212) 245-0505,http://plataformaonline.com/,Brazilian Steakhouse,4.61918,4.6,4.6,4.4,4.2,$50 and over,1,1,5,20,73,"Churrascaria Plataforma Brazilian Steakhouse is a Rodizio style restaurant. Rodizio is a method of serving meat that originated in the south of Brazil in the early 1800's. The concept is to serve a wide variety of different cuts of beef - sirloin, baby b",Steakhouse,40.7620327,-73.9876634,10019
Riverpark,"450 East 29th Street New York, NY  10016",//www.google.com/maps/search/?api=1&query=40.7393840%2C-73.973595,3113,(212) 729-9790,http://www.riverparknyc.com/,American,4.63113,4.5,4.5,4.7,4.1,$31 to $50,0,1,7,22,70,"Located on a unique garden plaza with romantic East River views, Riverpark represents a dynamic culinary destination in Manhattan's Kip's Bay neighborhood, reflecting Tom Colicchio’s overall vision as restaurateur and showcasing the restaurant’s very",American,40.7398081,-73.9737283,10016
Casa Nonna - Midtown,"310 West 38th Street New York, NY  10010",//www.google.com/maps/search/?api=1&query=40.7549900%2C-73.992876,1721,(212) 736-3000,http://www.casanonna.com/opentable,Italian,4.51721,4.4,4.4,4.4,4,$31 to $50,0,2,8,29,61,"Casa Nonna's rustic Italian menu is a culmination of traditional Roman and Tuscan fare, with a focus on the freshest local and seasonal ingredients. Casa Nonna is warm and welcoming, authentic and thoroughly satisfying, with bold, pure flavors that are t",Italian,40.7549995,-73.9927853,10010
Farmer & The Fish - Gramercy,"245 Park Ave S New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7379780%2C-73.987496,463,(646) 998-5991,http://farmerandthefish.com/,Farm-to-table,4.3463,4.2,4,4.1,3.8,$30 and under,3,5,9,25,58,A Farm to table restaurant with produce provided by our Farm in Purdys New York; pairs with Down East Seafood to provide the freshest quality of Fish in a Casual but Elegant setting.,Other,40.7379741,-73.9876775,10003
The Sea Grill,"Rockefeller Center - 19 W.49th Street or via the concourse thru any Rockefeller Center entrance New York, NY  10020",//www.google.com/maps/search/?api=1&query=40.7580000%2C-73.977,3392,(212) 332-7610,http://www.patinagroup.com/the-sea-grill,Seafood,4.63392,4.6,4.6,4.6,4.1,$31 to $50,0,3,4,20,73,"The Sea Grill at Rockefeller Center is an iconic seafood restaurant in Midtown NYC serving the freshest fish for lunch, dinner and elegant private events.",Seafood,40.7584094,-73.9784184,10020
Bar Italia,"768 Madison Avenue New York, NY  10065",//www.google.com/maps/search/?api=1&query=40.7678710%2C-73.968442,454,(917) 546-6676,http://www.baritaliamadison.com/,Italian,4.6454,4.5,4.5,4.4,4,$31 to $50,1,1,7,18,73,"Very refreshing, simple and Casual but yet Elegant offering Traditional Italian Fair. Located in the middle of it all on Madison between 65 and 66 streets.",Italian,40.7679158,-73.9685168,10065
Strip House Midtown,"15 West 44th New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7552990%2C-73.980925,1586,(212) 336-5454,http://www.striphouse.com/,Steak,4.51586,4.5,4.4,4.4,3.8,$50 and over,2,3,5,21,69,"A sultry steakhouse in New York City’s Midtown where old-world glamour meets modern style and sophistication. Experience the combination of charred cuts perfectly paired with decadent sides, such as Truffle Creamed Spinach and Goose Fat Potatoes. And b",Steakhouse,40.755344,-73.9806613,10036
Storico,"New-York Historical Society 170 Central Park West New York, NY  10024",//www.google.com/maps/search/?api=1&query=40.7794400%2C-73.973911,1240,(212) 485-9211,http://storicorestaurant.com/,Contemporary Italian,4.3124,4.2,4.2,4.2,3.9,$31 to $50,1,3,11,34,51,"Duck inside the landmark New-York Historical Society building in Manhattan’s Upper West Side and discover Storico, operated by exclusive culinary partner Starr Catering Group. Known for a commitment to inventive menus and locally sourced produce, Stori",Italian,40.7792476,-73.9742792,10024
Naples 45 Ristorante E Pizzeria,"200 Park Avenue New York, NY  10166",//www.google.com/maps/search/?api=1&query=40.7536600%2C-73.97586,976,(212) 972-7001,http://www.patinagroup.com/naples-45,Italian,4.4976,4.2,4.1,3.9,3.7,$30 and under,1,3,10,31,55,Naples 45 Ristorante E Pizzeria is an Italian restaurant & bar near Grand Central Station serving the best authentic Neapolitan pizza in Midtown NYC.,Italian,40.7533488,-73.9766668,10166
La Sirena - The Dining Room,"88 Ninth Avenue New York, NY  10011",//www.google.com/maps/search/?api=1&query=40.7424570%2C-74.00382,724,(212) 977-6096,http://www.lasirena-nyc.com/,Italian,4.4724,4.3,4.2,4.3,3.9,$31 to $50,3,3,8,26,60,"Take Chef Anthony Sasso, a 13-year veteran of Michelin-starred Casa Mono, put him at the helm of an Italian restaurant and you get Italian cuisine the way you might discover it while travelling across Spain.Located on the Plaza Level of Chelsea’s stori",Italian,40.7423522,-74.0040829,10011
Benjamin Steakhouse Prime,"23 E 40th St. New York, NY  10016",//www.google.com/maps/search/?api=1&query=40.7514370%2C-73.979977,356,(212) 338-0818,http://www.benjaminsteakhouse.com/,American,4.8356,4.7,4.8,4.6,4.3,$50 and over,0,1,4,13,82,"After ten years of continued success in the New York metro area, Benjamin Restaurant Group is proud to open its newest space, Benjamin Steakhouse Prime. Here, modern elegance is combined with traditional steakhouse classics, while also showcasing signatu",American,40.7514995,-73.9799312,10016
Tavern 62 by David Burke,"135 E 62nd St New York, NY  10065",//www.google.com/maps/search/?api=1&query=40.7644420%2C-73.967082,518,(212) 988-9021,http://www.tavern62.com/opentable,American,4.4518,4.4,4.4,4.5,4,$31 to $50,2,2,10,25,61,"Tavern 62 by David Burke is the first new concept from ESquared Hospitality in partnership with Chef David Burke.  Tavern62 is a modern American tavern, situated in New York City’s Upper East Side offering an all-day menu, bar and lounge, several priva",American,40.7644339,-73.9670934,10065
Michael's,"24 West 55th Street New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7621300%2C-73.976223,1135,(212) 767-0555 ext. 1,http://www.michaelsnewyork.com/,American,4.71135,4.6,4.6,4.6,4.1,$31 to $50,0,0,4,17,79,"A unique, spacious dining and garden room filled with fresh flowers and modern art by Stella, Johns and Hockney as well as sculptures by Robert Graham.",American,40.7620764,-73.9764372,10019
Le Coq Rico,"30 East 20th Street New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7385740%2C-73.988902,1035,(212) 267-7426,http://www.lecoqriconyc.com/,Contemporary French,4.71035,4.7,4.6,4.5,4,$31 to $50,0,1,5,18,76,"The Bistro of beautiful birds, the menu is all about poultry, whole to share cooked different ways, simple dishes flawlessly prepared, an entire section of the menu dedicated to eggs. Different types of Westermann’s celebrated terrines are available, a",French,40.7385845,-73.9889027,10003
Match 65 Brasserie (formerly Paris Match),"29 East 65th Street New York, NY  10065",//www.google.com/maps/search/?api=1&query=40.7671920%2C-73.968298,638,(212) 737-4400,http://www.match65.com/,French,4.5638,4.4,4.5,4.4,4,$31 to $50,0,2,8,25,65,"Match 65 Brasserie is an authentic Parisian Bistro offering a quintessential Parisian café experience with its bursting atmosphere, quaint interior, vintage artwork, Art Deco inspired pendant lighting, and an outdoor terrasse. Our enticing menu features",French,40.7672541,-73.9682118,10065
Barbetta Restaurant,"321 West 46th Street New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7600330%2C-73.988502,3225,(212) 246-9171,http://barbettarestaurant.com/,Italian,4.23225,4.2,4.2,4.5,3.8,$31 to $50,3,6,11,25,55,"Celebrating its 112th Year, Barbetta is the oldest restaurant in New York still owned by its founding family. Barbetta is also New York's oldest Italian restaurant and the oldest restaurant in the Theater District. This three-fold distinction has earned ",Italian,40.7603928,-73.9889446,10036
Pera Mediterranean Brasserie,"303 Madison Avenue New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7525360%2C-73.979487,1657,(212) 878-6301,http://www.peranyc.com/,Mediterranean,4.41657,4.4,4.2,4.1,3.8,$31 to $50,1,4,7,31,57,"Rated a Top 5 Newcomer by Zagat, Midtown brings an authentic taste of eastern Mediterranean cuisine to Manhattan.Pera derives its name from an elegant neighborhood in Istanbul that has served as the melting pot for many cultures and cuisines since the 17",Mediterranean,40.752316,-73.9794252,10017
The Whitby Bar and Restaurant,"18 W 56th St New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7626050%2C-73.975734,162,(646) 928-4207,http://www.firmdalehotels.com/hotels/new-york/the-whitby-hotel/the-whitby-bar/,American,4.6162,4.4,4.4,4.8,4.1,$31 to $50,0,2,8,18,72,"This summer, soak in the atmosphere of the gorgeous Orangery and enjoy a classic martini cocktail perfectly paired with fresh oysters as you listen to live jazz music from The Sam Taylor Trio. Every Thursday night, 5pm - 8pm. The Whitby Bar and Restauran",American,40.7625874,-73.9757432,10019
FIG & OLIVE Uptown,"808 Lexington Avenue New York, NY  10065",//www.google.com/maps/search/?api=1&query=40.7644040%2C-73.966924,2140,(212) 207-4555,http://www.figandolive.com/,Mediterranean,4.4214,4.2,4.2,4.1,3.9,$31 to $50,4,2,8,23,63,"Savor the Flavors of the Mediterranean RegionAt FIG & OLIVE, each dish is prepared with a special olive oil. Our selection of Extra Virgin Olive Oils include some of the finest olive oils of the Mediterranean region. FIG & OLIVE brings you authentic, fre",Mediterranean,40.7644078,-73.9669097,10065
Monkey Bar,"60 East 54th Street New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7600270%2C-73.973006,970,(212) 288-1010,http://www.monkeybarnewyork.com/,American,4.697,4.3,4.4,4.6,3.9,$50 and over,1,2,7,18,72,"Established in 1936, Monkey Bar was returned to its former glory in 2009 by Vanity Fair editor Graydon Carter. The dining room's lush red leather banquettes and dim, attractive lighting have restored the fizzy thrill of dining in a restaurant - both attr",American,40.7598899,-73.9732086,10022
Rock Center Cafe,"Rockefeller Center 20. West 50th Street New York, NY  10020",//www.google.com/maps/search/?api=1&query=40.7580000%2C-73.977,3316,(212) 332-7620,http://www.patinagroup.com/rock-center-cafe,Contemporary American,4.43316,4.2,4.2,4.5,3.9,$31 to $50,1,2,11,28,58,"Rock Center Cafe is a midtown restaurant & bar in Rockefeller Center serving breakfast, lunch, dinner & brunch with holiday dining & events available.",Contemporary American,40.7588279,-73.9781906,10020
Obica Mozzarella Bar  Pizza e Cucina,"928 Broadway New York, NY  10010",//www.google.com/maps/search/?api=1&query=40.7400480%2C-73.989301,546,(212) 777-2754,http://www.obica.com/restaurants/new-york-flatiron,Italian,4.4546,4.3,4.2,4.2,4,$31 to $50,2,2,8,26,62,"In Neapolitan dialect, Obicà means “Here it is”,  and here it is, the freshest Mozzarella di Bufala in town! Obicà Mozzarella Bar is a contemporary Italian restaurant famous for its fresh Mozzarella di Bufala Campana DOP, flown in directly twice a ",Italian,40.7400454,-73.9891322,10010
Etcetera Etcetera,"352 West 44th Street New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7591600%2C-73.990333,2714,(212) 399-4141,http://www.etcetcnyc.com/,Italian,4.62714,4.6,4.6,4.4,4.2,$31 to $50,0,1,6,27,66,"""Just a heartbeat away from the buzz of Broadway and the vibrant energy of Hell’s Kitchen, Etcetera Etcetera is a modern and cozy oasis of culinary delights – the perfect place for pre-dinner cocktails, post-theatre dinners and everything in between.",Italian,40.7592451,-73.9911523,10036
Café Centro,"Metlife Building 200 Park Avenue New York, NY  10166",//www.google.com/maps/search/?api=1&query=40.7538330%2C-73.975698,2006,(212) 818-1222,http://www.patinagroup.com/cafe-centro,French,4.52006,4.3,4.4,4.3,3.9,$31 to $50,0,2,9,28,61,"Cafe Centro is a brasserie-style French restaurant serving breakfast, lunch & dinner near Grand Central in Midtown NYC.",French,40.7535178,-73.9767512,10166
Periyali,"35 W. 20th St. New York, NY  10011",//www.google.com/maps/search/?api=1&query=40.7401000%2C-73.992,1781,(212) 463-7890,http://www.periyali.com/,Greek,4.71781,4.6,4.5,4.5,4.2,$31 to $50,0,1,5,19,75,"A cool Mediterranean retreat from the city's chaos, with fabric-swathed ceilings and pristine white furnishings. Even on a hectic night, service is calm and competent, and the professional couples at most of the tables seem to be speaking in peaceful whi",Greek,40.7407661,-73.9928511,10011
Shun Lee West,"43 West 65th Street New York, NY  10023",//www.google.com/maps/search/?api=1&query=40.7727140%2C-73.98143,2390,(212) 595-8895,http://www.shunleerestaurants.com/,Chinese,4.2239,4.1,4.1,4,3.5,$31 to $50,4,4,14,26,52,"Conveniently located across from Lincoln Center and a startling revelation in shiny black lacquer, Shun Lee exudes Asian chic with grand authority.For haute Chinese cuisine, it’s among New York City’s best. Regional offerings include crispy Grand Mar",Chinese,40.7729,-73.9813485,10023
Haru Sushi - Amsterdam Ave,"433 Amsterdam Avenue New York, NY  10024",//www.google.com/maps/search/?api=1&query=40.7841670%2C-73.977247,63,(212) 579-5655,http://harusushi.com/,Japanese,4.563,4.3,4.2,4,3.9,$31 to $50,0,1,9,31,59,"Haru Sushi Amsterdam Ave is a modern Japanese restaurant serving a wide variety of traditional sushi and sashimi as well as our signature specialty rolls.There’s never a dull moment at Haru if you love food, fun, and atmosphere. In a stylish and vibran",Japanese & Koren,40.784199,-73.977301,10024
Zengo - NYC,"622 Third Avenue New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7500930%2C-73.975875,1909,(212) 808-8110,http://www.richardsandoval.com/zengony,Asian,4.51909,4.4,4.2,4.4,4.2,$31 to $50,1,2,9,25,63,"Zengo is a sophisticated blend of Latin-Asian styles and flavors. Chef Richard Sandoval, whose accolades include Bon Appétit Restaurateur of the Year and Mexico’s Toque d’Oro, artfully spins Latin-Asian ingredients into beautifully balanced dishes. ",Asian,40.7497769,-73.9757026,10017
Manzo Ristorante - Eataly NYC Flatiron,"200 5th Avenue New York, NY  10010",//www.google.com/maps/search/?api=1&query=40.7419670%2C-73.989491,697,(212) 229-2180,http://www.eataly.com/us_en/stores/new-york/nyc-manzo/,Italian,4.5697,4.5,4.2,4,3.8,$31 to $50,1,3,8,22,66,Stop in for Restaurant week July 23rd - August 17th. We are offering a two course $26.00 lunch and a three course $42.00 dinner. ,Italian,40.7419931,-73.9899357,10010
Bagatelle - NY,"One Little West 12th New York, NY  10014",//www.google.com/maps/search/?api=1&query=40.7396090%2C-74.006141,429,(212) 488-2110,http://www.bistrotbagatelle.com/,French,4.4429,4.3,4.2,4.3,3.9,$31 to $50,3,5,10,17,65,"Hailing from France, Brand Essence owners Aymeric Clemente and Remi Laba teamed up in February 2008 to create a restaurant that is wholly French Mediterranean in atmosphere and cuisine. The ambiance is reminiscent of a bustling Parisian bistro, with clas",French,40.7396384,-74.0058723,10014
Trattoria Zero Otto Nove,"15 West 21st Street New York, NY  10010",//www.google.com/maps/search/?api=1&query=40.7408570%2C-73.991622,893,(212) 242-0899,http://www.roberto089.com/ZeroOttoNove/trattoria_zero_otto_nove.htm,Italian,4.6893,4.5,4.6,4.3,4.2,$31 to $50,2,1,6,23,68,"Roberto Paciullo’s hometown of Salerno is transported to the streets of Manhattan. Zero Otto Nove is the second outpost of his famous restaurants from Arthur Ave. in the Bronx. From the atmosphere to the food, stopping by Zero Otto Nove is taking a qui",Italian,40.7408377,-73.9915684,10010
Ortzi by Jose Garces,"120 W 41st St New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7544110%2C-73.985758,250,(212) 730-8900,http://ortzirestaurant.com/,Basque,4.525,4.5,4.5,4.2,4,$31 to $50,1,1,6,32,60,"Ortzi is a Basque inspired Spanish restaurant  from James Beard award winning chef Jose Garces located on the lobby level of the brand new LUMA Hotel Times Square. The forty-five seat dining room is built around an open kitchen focused on a rustic, yet e",Spanish,40.7543759,-73.9858036,10036
American Cut Steakhouse Midtown,"109 East 56th St. New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7607860%2C-73.970371,389,(212) 388-5277,http://americancutsteakhouse.com/,Steakhouse,4.6389,4.6,4.5,4.4,3.9,$31 to $50,2,1,7,16,74,American Cut Steakhouse Midtown pays homage to the original New York dining experience – the steakhouse – by capturing the nostalgic charm of yesteryear and adapting it to today’s modern social lifestyle. Chef Marc Forgione’s menu alludes to this,Steakhouse,40.7608714,-73.9706595,10022
Maloney & Porcelli,"37 E. 50th St. New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7577590%2C-73.975376,2222,(212) 750-2233,http://www.maloneyandporcelli.com/,American,4.42222,4.4,4.3,4.3,3.9,$50 and over,2,2,9,25,62,"Maloney & Porcelli is a clubby new American restaurant that draws inspiration from a simpler time when three martini lunches were alive and well, steak was for dinner, and servers anticipated guests’ every need, even completing dishes tableside. Begin ",American,40.7578794,-73.9746006,10022
Royal 35 Steakhouse,"1 E 35th St New York, NY  10016",//www.google.com/maps/search/?api=1&query=40.7490760%2C-73.983398,411,(212) 804-7276,http://www.royal35steakhouse.com/,Steakhouse,4.7411,4.8,4.8,4.6,4.5,$50 and over,0,1,5,14,80,"Royal 35 Steakhouse is a stone’s throw away from iconic New York City landmark, The Empire State Building, combining the vibrant energy of New York City with an authentic steakhouse setting.At the core of Royal 35’s menu is our classic collection of ",Steakhouse,40.74901,-73.983485,10016
Chazz Palminteri Italian Restaurant,"30 W 46th Street New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7564730%2C-73.98063,764,(212) 355-5540,http://www.chazzpalminterinyc.com/,Italian,4.5764,4.6,4.6,4.4,4.2,$50 and over,2,2,6,24,66,"Chazz Palminteri Italian Restaurant, conveniently located on 46th street between 5th and 6th avenues, showcases a modern décor.  An intimate bar space with a stunning bar and high top seating. Chazz Palminteri’s features the finest meat, seafood and p",Italian,40.7564645,-73.980563,10036
Bodega Negra,"355 West 16th street New York, NY  10011",//www.google.com/maps/search/?api=1&query=40.7420080%2C-74.003721,661,(212) 229-2336,http://www.bodeganegranyc.com/,Contemporary Mexican,4.6661,4.5,4.3,4.5,4.1,$50 and over,1,4,6,14,75,"A partnership between TAO Group, Serge Becker (Miss Lily’s, La Esquina) and his UK partners, Will Ricker and Ed Spencer Churchill, Bodega Negra has crossed the pond, bringing its menu of modern Mexican fare to New York City’s Dream Downtown. The menu",Mexican,40.7423311,-74.0034791,10011
Dos Caminos - Park,"373 Park Ave South at 27th Street New York, NY  10016",//www.google.com/maps/search/?api=1&query=40.7423580%2C-73.984693,1630,(212) 294-1000,http://www.doscaminos.com/,Mexican,4.4163,4.3,4,4.2,4,$31 to $50,2,4,9,26,59,"Dos Caminos brings the vibrant spirit of Mexico City to New York City. Serving authentic and upscale Mexican cuisine, including fresh guac, killer margaritas, and South of the Border favorites. The tequila and margarita menu is one of the most robust of ",Mexican,40.7421247,-73.9843344,10016
Barraca,"81 Greenwich Ave New York, NY  10014",//www.google.com/maps/search/?api=1&query=40.7370790%2C-74.001583,750,(212) 462-0080,http://www.barracanyc.com/,Spanish,4.475,4.3,4,4.3,4,$31 to $50,2,3,9,24,62,"Barraca is a Spanish Restaurant that celebrates the various Regions and Provinces of Spain through its Tapas, Paellas & Sangrias. Chef Pep, a native Barcelonean, brings authenticity  to his kitchen: allowing  diners to enjoy a unique and genuine Spanish ",Spanish,40.7370027,-74.0015437,10014
Gabriel's Bar & Restaurant,"11 West 60th St. New York, NY  10023",//www.google.com/maps/search/?api=1&query=40.7690460%2C-73.982426,776,(212) 956-4600,http://www.gabrielsbarandrest.com/,Italian,4.5776,4.5,4.4,4.3,4,$50 and over,1,2,7,23,67,"Gabriel’s Bar & Restaurant is an owner operated Italian restaurant in NYC, conveniently located near Lincoln Center. We have served as a hotspot since December 30,1991 for some of the most powerful, influential people, ranging from the celebrities we a",Italian,40.7693649,-73.9828696,10023
The Cecil Steakhouse,"210 W 118th St New York, NY  10026",//www.google.com/maps/search/?api=1&query=40.8046950%2C-73.952523,1213,(212) 866-1262,http://www.thececilharlem.com/,American,4.21213,4.2,4.1,4.4,4,$31 to $50,4,5,12,25,54,Welcome to Cecil Steakhouse!,American,40.8047705,-73.952519,10026
Dos Caminos – Meatpacking,"675 Hudson Street at 14th Street New York, NY  10014",//www.google.com/maps/search/?api=1&query=40.7404350%2C-74.005212,1291,(212) 699-2400,http://www.doscaminos.com/,Mexican,4.31291,4.2,3.8,4.1,3.8,$31 to $50,4,3,10,23,60,"Dos Caminos brings the vibrant spirit of Mexico City to New York City. Serving authentic and upscale Mexican cuisine, including fresh guac, killer margaritas, and South of the Border staples like Asada Tacos and fresh ceviche. The tequila and margarita m",Mexican,40.7405323,-74.0054882,10014
Bobby Van's Grill - 50th Street,"135 West 50th Street New York, NY  10020",//www.google.com/maps/search/?api=1&query=40.7600000%2C-73.982,1744,(212) 957-5050,http://www.bobbyvans.com/,American,4.61744,4.4,4.6,4.3,4,$31 to $50,0,3,6,23,68,The combination of a traditional American grill combined with the classic elements of a first-rate steak house best describes Bobby Van’s fourth New York City location.  Run by the same four partners who have been awarded Tom Horan’s American Top Ten,American,40.7606896,-73.9823111,10020
Untitled at the Whitney,"99 Gansevoort Street New York, NY  10014",//www.google.com/maps/search/?api=1&query=40.7396330%2C-74.008876,1014,(212) 570-3670,http://www.untitledatthewhitney.com/,American,4.61014,4.6,4.5,4.4,4.1,$31 to $50,0,2,8,19,71,"Untitled accepts reservations 28 days in advance for Lunch and Dinner. A portion of the dining room is set aside for walk-ins.Untitled is a seasonal American restaurant at the Whitney Museum of American Art, serving Chef Suzanne Cupps’s bright, artful ",American,40.7396059,-74.0089716,10014
Bedford & Co.,"118 East 40th Street New York, NY  10016",//www.google.com/maps/search/?api=1&query=40.7502080%2C-73.977637,379,(212) 634-4040,http://www.bedfordandco.com/,Contemporary American,4.5379,4.4,4.2,4.2,4.1,$31 to $50,0,4,8,22,66,Chef John DeLucie's newest venture featuring modern design with Contemporary wood-fired American cuisine.,Contemporary American,40.7501922,-73.9775392,10016
Pampano New York,"209 E. 49th St. New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7551000%2C-73.971,1870,(212) 751-4545,http://www.richardsandoval.com/,Mexican,4.5187,4.4,4.3,4.3,4,$31 to $50,1,2,6,26,65,"Chef Richard Sandoval and Maestro Placido Domingo have partnered to create a Mexican escape in midtown Manhattan. Pampano’s breezy yet elegant, white on white decor showcases Chef Sandoval’s vibrant coastal Mexican cuisine. In the spring and summer, ",Mexican,40.7550102,-73.9704858,10017
Cipriani - Dolci,"89 East 42nd Street Grand Central Terminal West Balcony New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7519560%2C-73.977232,1112,(212) 973-0999,http://www.cipriani.com/en/services/restaurants/cipriani-dolci,Italian,4.41112,4.3,4.2,4.3,3.7,$31 to $50,3,3,8,23,63,"Cipriani Dolci has fast created its very own Cipriani ""scene"" thanks to its chic ambiance, attentive service and well-priced Venetian menu. The restaurant offers all day casual dining and the bar has become a lively after work meeting place, renowned for",Italian,40.7529559,-73.9775909,10017
Lugo Cucina,"1 Penn Plaza New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7514970%2C-73.99281,1445,(212) 760-2700,http://www.lugocucina.com/,Italian,4.41445,4.2,4.3,4,3.9,$31 to $50,2,4,9,27,58,"Lugo Cucina captures the convivial charm of the Italian café culture.  Lugo Cucina is the perfect place for socializing and sharing authentic Italian food and drink. Such specialties as homemade pastas, grilled pizzas, salumi & formaggi with an extensiv",Italian,40.7512148,-73.9922255,10019
Rouge Tomate Chelsea,"126 W 18th St New York, NY  10011",//www.google.com/maps/search/?api=1&query=40.7402200%2C-73.996266,190,(646) 395-3978,http://rougetomatechelsea.com/,Contemporary American,4.519,4.4,4.4,4.4,3.9,$31 to $50,2,3,9,23,63,Michelin-starred Rouge Tomate Chelsea offers a seasonal and sustainable SPE Certified® menu that utilizes local purveyors and sustainable ingredients. SPE is based on a genuine respect for ingredients and the crafting of balanced dishes that marries tho,Contemporary American,40.7402203,-73.9962661,10011
Socarrat Paella Bar - Chelsea,"259 W 19th St. New York, NY  10011",//www.google.com/maps/search/?api=1&query=40.7427570%2C-73.999476,1151,(212) 462-1000,http://www.socarratnyc.com/,Spanish,4.61151,4.5,4.5,4.3,4.1,$31 to $50,1,1,6,23,69,"Socarrat Paella Bars ambiance denotes feelings of warmth, comfort and hospitality. A neighborhood staple with a small, intimate space comprised primarily of one large communal table with bar and smaller communal tables available.**Please note that all of",Spanish,40.7427139,-73.999508,10011
Bann Restaurant,"350 West 50th Street New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7629670%2C-73.987845,1249,(212) 582-4446,http://bannrestaurant.com/,Korean,4.61249,4.5,4.5,4.3,4.3,$31 to $50,0,3,4,23,70,"From the same team that brought you Woo Lae Oak in Soho & Los Angeles, Bann is a unique, interactive dining experience featuring authentic Korean cuisine with a modern flair. Unleash your inner chef at Bann and add an element of sizzle to your next eveni",Japanese & Koren,40.7629136,-73.9881449,10019
